gameID,Reg,Role,earnings,gold,silver,bronze,s-tier
Triple,North America,Mid,20684.0,5,2,0,1
Rockky,PCS,Top,50819.0,6,1,2,0
G4,PCS,Mid,56678.0,9,3,2,0
Lloyd,PCS,Jungle,55178.0,9,3,2,0
Tierwulf,Latin America,Jungle,36052.0,5,2,0,0
Slow,Latin America,Support,54809.0,6,3,1,0
Seiya,Latin America,Mid,38945.0,6,1,3,0
Oddie,Latin America,Jungle,48045.0,7,1,3,0
Topoon,North America,Top,4450.0,3,0,0,0
DNK,Vietnam,Jungle,10954.0,0,1,2,0
Artifact,Vietnam,Mid,11841.0,0,1,2,0
Celebrity,Vietnam,ADC,12612.0,2,1,3,0
KingJ,Vietnam,Top,9676.0,0,1,2,0
DanDy,China,No_Fixed,271874.0,3,2,3,2
Rein,Russia,Jungle,1419.0,0,0,0,0
Xpecial,North America,Support,76040.0,4,7,4,1
MMD,PCS,Top,136650.0,6,1,1,6
Imp,Korea,ADC,329670.0,4,4,5,3
Kronos,Europe,No_Fixed,4063.0,1,2,0,0
Kamil,Turkey,Jungle,351.0,0,2,0,0
TusiN,Korea,Support,108129.0,1,3,3,1
Raise,Korea,Jungle,4368.0,1,0,1,0
Profit,Europe,Top,28366.0,2,0,0,1
Dread,Korea,Jungle,14233.0,1,0,1,0
Art,Japan,ADC,2034.0,1,0,1,0
Altec,North America,ADC,11000.0,0,1,1,0
Warangelus,Latin America,ADC,30360.0,2,5,1,0
Thinkcard,North America,No_Fixed,1300.0,0,1,0,0
Instinct,North America,ADC,900.0,0,0,1,0
PawN,Korea,Mid,448344.0,8,4,5,5
Coco,Korea,No_Fixed,34962.0,0,1,3,0
Captain,China,Mid,14615.0,1,0,0,0
Griffin,North America,Jungle,9250.0,0,2,2,0
Skash,Russia,Support,11557.0,1,0,0,0
Ares,Korea,Coach,14468.0,2,0,0,0
Jestkui Max,Russia,Support,18751.0,0,4,0,0
HiRit,Europe,Top,13204.0,3,0,0,0
Shady,North America,Support,12710.0,3,4,4,1
Mystic,China,ADC,204301.0,4,2,2,2
Reven,Brazil,No_Fixed,4589.0,1,0,0,0
Madness,Turkey,ADC,7734.0,2,0,1,2
Blazes,Vietnam,Mid,8271.0,1,1,3,0
Arthur,Korea,Jungle,10763.0,0,1,1,0
PoohManDu,Korea,Coach,252967.0,4,0,2,3
Mixsi,Europe,Jungle,383.0,0,0,1,0
MikeYeung,North America,Jungle,9600.0,3,2,0,1
Treatz,Europe,Jungle,12184.0,1,4,3,0
Gariaru,Japan,Jungle,800.0,0,1,2,0
GBM,Korea,No_Fixed,33400.0,3,2,0,1
Kinzu,Russia,ADC,15601.0,0,2,2,0
Mash,North America,ADC,9250.0,1,2,0,0
Yoon,PCS,Support,2450.0,0,1,0,0
Benji,North America,Coach,4000.0,0,0,1,0
Breeze,PCS,ADC,32502.0,0,2,3,0
Shy,Korea,Top,100948.0,1,5,2,0
Ace,Korea,No_Fixed,21490.0,2,2,1,0
Ace,Japan,Mid,21490.0,2,2,1,0
Envy,Brazil,Mid,18131.0,4,1,0,0
Upset,Europe,ADC,42723.0,0,3,2,0
Rikara,North America,ADC,37025.0,2,0,0,0
Crowno,Europe,Top,541.0,2,1,0,0
Bang,Korea,ADC,1057318.0,9,5,2,9
Piglet,North America,ADC,261128.0,4,1,4,3
MrRalleZ,North America,ADC,5464.0,0,0,2,0
Hylissang,Europe,Support,389692.0,6,11,3,4
K,PCS,Support,33402.0,0,2,3,0
LagsAlot,Europe,No_Fixed,401.0,0,0,0,0
Turtle,Brazil,No_Fixed,6877.0,1,1,1,0
Jiizuke,North America,Mid,54564.0,1,0,2,0
Phrenic,Europe,Jungle,19427.0,3,6,1,0
Motive,Korea,Support,5974.0,0,0,2,0
Anthrax,Europe,Support,12281.0,6,3,0,0
Laynel,Russia,Mid,1336.0,0,1,0,0
Kramer,China,ADC,113854.0,0,3,2,0
Totoro,Oceania,Support,13951.0,1,0,0,0
Stixxay,North America,ADC,68315.0,1,3,3,1
Gate,North America,Support,2000.0,0,0,1,0
Inori,North America,Jungle,16000.0,3,1,1,0
Apollo,North America,ADC,10340.0,1,1,2,0
Alex Ich,North America,Mid,93049.0,4,5,1,1
Goldenglue,North America,No_Fixed,22000.0,1,2,1,0
Jesiz,Europe,Support,85412.0,2,2,5,0
Exile,Europe,Mid,28005.0,2,7,2,0
Mylon,Brazil,Top,27408.0,4,2,2,0
Secret,Japan,Support,11903.0,0,1,2,0
Swift,China,Jungle,41589.0,0,2,1,0
Ceros,Japan,Mid,94940.0,10,7,1,1
Fragas,North America,Jungle,10800.0,1,0,0,0
Doss,Europe,Support,13320.0,2,6,2,0
OdduGi,Japan,ADC,533.0,0,0,0,0
ItsCortez,Russia,Jungle,3169.0,0,0,0,0
Voyboy,North America,Top,35450.0,3,3,3,0
Tank,PCS,Mid,32009.0,0,3,2,0
ZWuJi,China,ADC,4571.0,0,1,0,0
Nyu,Brazil,Top,3797.0,2,0,2,0
Xyraz,Europe,Top,1202.0,1,1,1,0
Maxi,Europe,Jungle,21641.0,2,7,0,0
Keel,North America,Jungle,2000.0,1,0,0,0
Chad,North America,Jungle,6000.0,1,0,2,0
Hjarnan,Europe,ADC,155680.0,10,9,7,1
Tuesday,North America,Mid,14590.0,2,3,1,0
Stitch,Korea,ADC,38976.0,1,1,2,0
Dan Dan,Europe,Top,27546.0,6,6,1,0
Viod,Korea,ADC,14152.0,1,0,0,0
Dracxar,Korea,Jungle,251.0,0,1,0,0
Shiganari,Turkey,ADC,8590.0,0,3,0,0
BeryL,Korea,Support,337477.0,8,2,1,5
Rakin,North America,Mid,4338.0,0,1,1,0
Paranoia,Russia,Mid,22995.0,1,3,1,0
M1anhua,China,Jungle,5862.0,0,3,0,0
Orome,Europe,Top,34675.0,3,2,2,0
Falco,Europe,Support,18065.0,4,1,0,0
ADD,China,Top,27273.0,1,2,0,0
aphromoo,North America,Support,131340.0,2,6,2,2
Keith,North America,ADC,31400.0,1,4,1,0
Chaser,North America,Jungle,19486.0,0,1,0,0
Keane,North America,Mid,6000.0,1,0,0,0
Seraph,Korea,Top,3356.0,0,0,1,0
Expect,Europe,Top,166311.0,5,3,0,3
Nagne,Korea,Mid,62287.0,1,1,0,0
HeaQ,Europe,ADC,10421.0,0,1,1,0
brTT,Brazil,ADC,55524.0,8,8,4,1
Mlxg,China,Jungle,510811.0,9,3,0,6
y4,China,ADC,75722.0,2,1,0,2
Gemini,PCS,Jungle,31939.0,1,2,2,0
Padden,Turkey,ADC,22577.0,2,0,0,1
Tussle,Japan,Jungle,8777.0,4,4,2,1
PvPStejos,Russia,Jungle,101895.0,6,3,0,0
Zz1tai,China,Top,177179.0,5,3,3,3
Jinoo,China,Top,13685.0,0,1,1,0
dade,Korea,Mid,113967.0,2,2,1,2
Stomaged,Turkey,Jungle,35120.0,5,3,0,2
TrAce,Korea,No_Fixed,18462.0,0,1,0,0
dyNquedo,Brazil,Mid,25398.0,3,0,3,1
BioPanther,Oceania,Top,19274.0,4,1,0,1
Benny,PCS,Coach,23924.0,0,1,2,0
MapSSi,Korea,Support,264.0,0,1,0,0
Kumo,North America,Top,17800.0,1,2,1,0
Crazycaps,Europe,No_Fixed,558.0,0,0,0,0
Nova,Korea,Support,6609.0,0,0,1,0
Mayhem,Turkey,Top,1626.0,0,1,0,0
Crystal,Turkey,Jungle,6088.0,2,2,1,0
Ruvelius,Turkey,ADC,5296.0,2,0,1,1
Fanatiik,North America,Jungle,4982.0,1,3,2,0
TF Blade,North America,Top,2000.0,1,1,0,0
H4cker,China,Jungle,1154.0,0,0,1,0
Anyyy,Brazil,Mid,5178.0,1,0,1,0
YoDa,Brazil,Mid,10926.0,1,0,2,0
Aix,China,Jungle,12190.0,2,1,0,0
Space,Korea,ADC,27760.0,0,2,2,0
WooFe,Brazil,Top,1396.0,0,2,1,0
Dimonko,Russia,Support,6476.0,0,2,1,0
Kryze,Europe,Top,3051.0,1,2,0,0
Optimas,Russia,ADC,3222.0,1,1,0,0
Athena,Korea,Mid,95443.0,3,2,1,0
Midbeast,Oceania,Mid,1000.0,0,1,0,0
Malice,Korea,Jungle,1056.0,0,0,0,0
Minji,PCS,Mid,3300.0,0,0,0,0
Parang,Brazil,Top,8555.0,1,1,1,0
Cool,China,Mid,102124.0,1,2,2,1
KronG,Korea,Top,5832.0,0,1,0,0
Nestea,PCS,Mid,5113.0,0,0,1,0
Shine,Korea,Mid,1017.0,1,0,0,0
Zelt,Latin America,Top,1895.0,4,2,1,0
Merit,Korea,ADC,251.0,0,1,0,0
Jun,Korea,Support,981.0,1,0,0,0
Pancake,Latin America,Mid,8559.0,1,1,1,0
Josedeodo,North America,Jungle,11965.0,1,0,1,0
Tally,Oceania,Mid,20826.0,4,2,3,0
Shemek,Europe,Top,37801.0,12,6,3,0
Yunbee,North America,Mid,7080.0,2,1,1,0
Diplex,Europe,Mid,1066.0,1,0,3,0
Teeen,China,Support,1415.0,0,0,1,0
Pabu,Oceania,Jungle,8500.0,1,3,0,0
Chazz,Oceania,Mid,8500.0,1,1,0,0
Praedyth,Oceania,ADC,8500.0,1,1,0,0
Decoy,Oceania,Support,11696.0,2,2,3,1
Gamsu,North America,Top,16200.0,1,2,2,0
Xiaocaobao,China,Mid,15489.0,1,0,0,0
Ceo,Latin America,ADC,700.0,0,0,0,0
Husky,PCS,Mid,5600.0,0,2,0,0
YamatoCannon,Europe,Coach,360.0,0,0,0,0
Contractz,North America,Jungle,53773.0,2,2,0,1
5fire,North America,Mid,16530.0,9,3,2,0
AnDa,North America,Jungle,50025.0,5,1,0,0
Storm,Korea,Mid,3452.0,0,1,0,0
LemonNation,North America,Support,87249.0,5,2,0,2
Veritas,Korea,ADC,19902.0,2,3,0,0
LeX,Russia,ADC,5832.0,0,2,1,0
Roamer,Korea,Mid,505.0,1,2,0,0
Hollow,Korea,ADC,2010.0,0,2,1,0
Blanc,Korea,Mid,24824.0,1,0,0,1
Aoi Haru,Russia,Top,4337.0,1,0,0,0
Adrian,North America,Support,28400.0,1,3,5,0
xani,Europe,No_Fixed,9242.0,1,2,1,0
Shook,Europe,Jungle,24450.0,1,0,0,1
Chippys,Oceania,Top,25292.0,4,3,5,0
Dal,Korea,Top,642.0,1,1,0,0
Nappon,Brazil,Jungle,14694.0,2,1,1,1
Looper,Korea,Top,357390.0,3,2,2,2
Balls,North America,Top,83500.0,5,2,1,2
Reignover,North America,No_Fixed,66370.0,2,1,2,2
OmarGod,North America,Jungle,6000.0,0,1,1,0
Mouse,China,Top,245036.0,5,2,2,5
Fireloli,China,Jungle,115921.0,2,1,2,2
Letme,China,Top,428568.0,7,2,0,5
Wuxx,China,ADC,98940.0,2,1,2,1
Condi,China,Jungle,184048.0,3,1,1,2
GodKwai,PCS,Jungle,9872.0,1,1,0,0
Westdoor,PCS,Mid,80942.0,1,2,2,0
Chawy,PCS,Mid,52028.0,0,3,2,0
Archie,PCS,Support,58371.0,4,2,1,0
Nevan,Vietnam,Top,25203.0,2,1,0,0
Optimus,Vietnam,Mid,45675.0,6,1,2,0
NoWay,PCS,ADC,26998.0,6,3,1,0
Sya,Vietnam,Jungle,26581.0,2,2,1,0
Thaldrin,Turkey,No_Fixed,23477.0,5,0,0,1
Dara,Japan,Support,8781.0,6,4,0,1
Morning,PCS,Jungle,39097.0,2,2,3,2
Zeitnot,Turkey,ADC,39570.0,5,3,1,2
Cupcake,Oceania,Support,19052.0,4,2,5,1
Paz,Japan,Top,25031.0,4,5,3,1
Nate,Latin America,Top,26878.0,6,6,0,0
Fix,Latin America,ADC,35665.0,6,4,0,0
Plugo,Latin America,Mid,43537.0,7,3,1,0
Jirall,Latin America,Top,19401.0,4,1,3,0
Zantins,Brazil,Top,24486.0,4,0,0,1
Riyev,Brazil,Support,23121.0,4,0,0,1
Stark,Vietnam,Top,59209.0,5,2,2,0
YiJin,Vietnam,Jungle,30872.0,3,2,3,0
Warzone,Vietnam,Mid,21151.0,1,0,2,0
Relic,Latin America,Top,11412.0,2,2,2,0
Cotopaco,Latin America,Mid,11975.0,2,2,2,0
Renyu,Latin America,ADC,12216.0,2,1,4,0
Arce,Latin America,No_Fixed,11412.0,3,0,2,0
ottovaG,Latin America,ADC,3512.0,7,0,1,0
baybay,PCS,Jungle,45400.0,0,2,2,0
Meliodas,Vietnam,Jungle,38732.0,2,0,1,0
Naul,Vietnam,Mid,61554.0,5,4,1,0
Bigkoro,Vietnam,ADC,50072.0,2,3,1,0
Palette,Vietnam,Support,59918.0,4,3,1,0
Raes,North America,ADC,11302.0,4,4,3,1
Pretty,North America,Top,29860.0,9,2,1,0
Truklax,Brazil,Top,2545.0,2,4,0,0
Tabe,China,Coach,55327.0,0,1,0,0
Conan,China,Support,32267.0,2,0,1,0
WaenA,Turkey,Mid,178.0,0,2,1,0
Blasting,Russia,ADC,29902.0,3,1,0,0
West,China,ADC,95566.0,2,2,1,1
Ruin,Korea,Top,12090.0,2,0,3,0
Atlen,PCS,ADC,30730.0,3,0,1,2
Praelus,Oceania,Jungle,2459.0,1,0,0,0
MarioMe,Latin America,ADC,5461.0,2,0,1,0
Zeicro,Latin America,ADC,4027.0,1,2,1,0
Genthix,Latin America,Support,17582.0,3,0,2,0
Freire,Brazil,Jungle,5523.0,2,0,1,0
Atlanta,Brazil,Mid,5020.0,2,0,0,0
Empt2y,PCS,Jungle,21491.0,1,1,0,0
wuji,PCS,Mid,9195.0,1,2,2,0
Jukes,North America,Top,800.0,0,0,0,0
Yusui,North America,Mid,800.0,0,0,0,0
Fill,North America,Support,3000.0,0,1,0,0
Panda,North America,Jungle,720.0,1,0,0,0
Prismal,North America,ADC,9000.0,3,2,1,0
FakeGod,North America,Top,2000.0,1,0,0,0
Seize,Korea,Jungle,5430.0,0,1,0,0
CheonGo,Korea,Mid,3410.0,0,0,0,0
Shini,Brazil,Jungle,16561.0,4,3,0,0
Mills,Brazil,ADC,8216.0,2,1,0,0
Aslan,Brazil,Mid,2637.0,0,1,1,0
Rogue,Oceania,Support,6114.0,2,0,2,0
Recap,Japan,Mid,387.0,0,1,1,0
Neo,Japan,Jungle,3232.0,2,0,1,1
Kuma,Korea,Jungle,4299.0,0,0,1,0
Fenfen,China,Mid,5604.0,0,0,0,0
Wing,PCS,Support,2900.0,0,0,0,0
MGX,Turkey,Mid,162.0,0,0,1,0
REFRA1N,PCS,Jungle,12886.0,1,1,1,0
Venus,Vietnam,Support,21739.0,0,4,1,0
Piloto,Brazil,Mid,795.0,0,0,0,0
Aloned,Latin America,Mid,11482.0,1,1,0,0
Cao,North America,Support,940.0,0,0,1,0
NaMei,China,ADC,123247.0,4,2,0,4
Ley,China,Support,55724.0,1,1,2,1
Slugger,Korea,Top,1155.0,0,0,0,0
Silk,Korea,Jungle,234.0,0,0,0,0
Mocha,Turkey,Support,6893.0,1,0,0,1
Hasmed,Vietnam,Top,6660.0,0,1,1,0
Holo,PCS,Jungle,4233.0,0,0,2,0
Shu Hari,Latin America,Support,700.0,0,0,0,0
Hidan,Brazil,Top,543.0,1,0,0,0
Trigo,Brazil,ADC,2297.0,1,1,0,0
Woodboy,Brazil,Support,1099.0,0,0,1,0
Kuroko,Vietnam,Jungle,1962.0,0,0,0,0
Style,Vietnam,ADC,4109.0,1,0,0,0
Froggy,Vietnam,Mid,3027.0,0,1,0,0
Zica,Vietnam,Top,3928.0,0,0,0,0
Fitz,Brazil,Top,7384.0,0,1,1,0
Kennedys,Brazil,Top,1248.0,0,0,1,0
Reversed,Brazil,Top,434.0,0,0,0,0
Titeito,Brazil,Mid,149.0,0,0,0,0
Hauz,Brazil,Mid,5128.0,3,0,0,0
Asta,Brazil,Jungle,1223.0,2,1,0,0
Save,Korea,ADC,39781.0,0,2,1,0
Swiffer,Europe,Mid,3656.0,2,4,1,0
Yupps,Brazil,Top,356.0,0,0,0,0
Citrus,Korea,Jungle,4125.0,0,1,0,0
Hanor,Brazil,Mid,74.0,0,0,0,0
Yatsu,Brazil,No_Fixed,74.0,0,0,0,0
Mousty,Brazil,Jungle,596.0,0,0,0,0
JackPoT,Latin America,Top,1471.0,1,0,0,0
Hawk,Brazil,Support,3270.0,1,0,0,0
JimieN,PCS,Mid,4800.0,0,0,1,0
Bounty,Brazil,Support,891.0,2,0,0,0
Raina,Japan,Support,21490.0,1,2,1,0
Acce,Latin America,Top,18974.0,1,3,2,0
Leza,Latin America,ADC,15831.0,1,3,1,0
Shadow,Latin America,Support,24770.0,1,1,1,0
Shadow,Latin America,Support,18695.0,1,3,1,0
Isles,North America,Support,10850.0,2,3,0,0
Eign,Korea,Mid,1246.0,2,0,0,0
Slayder,Vietnam,ADC,20973.0,2,1,3,0
RoseThorn,North America,Jungle,7800.0,2,1,2,0
Nxi,North America,Jungle,5920.0,3,3,0,0
Straight,Latin America,Top,563.0,0,1,0,0
Haeri,North America,Mid,6000.0,2,3,0,0
TH,Vietnam,Top,3898.0,0,0,2,0
Draktharr,Vietnam,Jungle,1511.0,0,0,0,0
Glory,Vietnam,Mid,1511.0,0,0,0,0
Aomine,Vietnam,ADC,874.0,0,0,0,0
Elio,Vietnam,Support,1511.0,0,0,0,0
LL,Vietnam,Top,4795.0,0,1,0,0
Thien,North America,Top,2000.0,1,1,2,0
Katsurii,North America,ADC,2000.0,1,0,2,0
Yursan,North America,Support,3300.0,0,0,2,0
Cabu,Brazil,Support,4396.0,1,0,3,0
Jauny,Latin America,Top,6080.0,4,1,1,0
Emp,Latin America,Mid,10054.0,1,4,2,0
TopLop,Latin America,Mid,5000.0,2,1,1,0
Erry,Latin America,ADC,6800.0,1,1,1,0
Baula,Latin America,Support,6916.0,1,5,0,0
EasyLove,Vietnam,ADC,21547.0,1,4,0,0
Neephesto,Brazil,Jungle,349.0,0,0,0,0
Skeeto,Brazil,Top,1402.0,2,3,1,0
Follow,Brazil,Jungle,1321.0,4,1,0,0
Damage,Brazil,Support,6632.0,1,3,1,0
BocaJR,Brazil,Support,6045.0,2,0,1,0
Bankai,Brazil,Top,596.0,0,0,0,0
Kiari,Brazil,Top,2154.0,0,1,0,0
Erasus,Brazil,Jungle,2698.0,1,0,0,0
Froststrike,Brazil,Jungle,3995.0,1,3,0,0
bydeki,Brazil,Mid,1843.0,0,0,1,0
Harumi,Brazil,Support,474.0,0,0,0,0
Spawn,North America,ADC,3880.0,1,0,0,0
Shoryu,North America,ADC,10200.0,2,4,0,0
fNb,Brazil,Top,6798.0,2,3,0,0
Takeover,North America,Mid,400.0,0,1,1,0
Hyper,North America,Jungle,550.0,0,0,2,0
Sephis,Brazil,Jungle,4597.0,2,0,0,0
Bean J,Vietnam,Jungle,1862.0,1,1,0,0
Arrietty,Vietnam,ADC,1862.0,1,1,0,0
Taki,Vietnam,Support,1862.0,1,1,0,0
Bible,Korea,Support,356.0,1,0,0,0
Beichuan,China,Jungle,36866.0,0,2,0,0
Apii,Oceania,Top,5000.0,1,1,0,0
Minous,Korea,Support,642.0,1,1,0,0
iBo,Europe,Top,57553.0,9,7,1,0
Jaylink,Europe,ADC,949.0,1,0,1,0
Erdote,Europe,Support,11941.0,3,1,1,0
Miniduke,Europe,Jungle,3409.0,2,1,1,0
Odi11,Europe,ADC,5401.0,1,0,1,0
Clever,Korea,ADC,1779.0,0,0,0,0
Netuno,Brazil,ADC,909.0,1,0,0,0
Vital,Korea,ADC,1726.0,0,1,1,0
Tyrin,Brazil,Top,1847.0,0,1,1,0
ST3PZ,Brazil,ADC,1847.0,0,2,1,0
Pridestalkr,North America,Jungle,16271.0,1,1,3,0
